jobTitle,company,location,companyReviews,link,link_parameters
Data Science Manager,PwC,Praha,4727,http://cz.indeed.com/jobs?q=Data+Analysis&start=10['/rc/clk?jk=86f6450e423810c0&fccid=5e964c4afc56b180'],'/rc/clk?jk=86f6450e423810c0&fccid=5e964c4afc56b180'
Inside Sales,"ArrowElectronics,Inc.","Ciudad de México, D. F.",559,http://www.indeed.com.mx/trabajo?q=Data+Analysis&start=50['/rc/clk?jk=697211420fd5aff7&fccid=38ee0d4d719341c1'],'/rc/clk?jk=697211420fd5aff7&fccid=38ee0d4d719341c1'
Environmental Consultant CL2 (SP/BH),ERM,Brasil,40,http://www.indeed.com.br/empregos?q=Data+Science&start=80['/rc/clk?jk=fb26a2972b47ea35&fccid=d087d921f60ac702'],'/rc/clk?jk=fb26a2972b47ea35&fccid=d087d921f60ac702'
INTERN - LEGAL AFFAIRS,UnitedNations,"Santiago de Chile, Región Metropolitana",422,http://www.indeed.cl/trabajo?q=Data+Analysis&start=30['/rc/clk?jk=53cb6e43c3121c22&fccid=65ae769cb89830ec'],'/rc/clk?jk=53cb6e43c3121c22&fccid=65ae769cb89830ec'
"Field Service Engineer, In-Flight Entertainment Systems & Connectivity",Thales,Doha,348,http://qa.indeed.com/jobs?q=Data+Analysis&start=50['/rc/clk?jk=a2c72557e8733232&fccid=b920aab5fd60595d'],'/rc/clk?jk=a2c72557e8733232&fccid=b920aab5fd60595d'
Data Scientist - Advanced Analytics,McKinsey&Company,"Warszawa, mazowieckie",314,http://pl.indeed.com/praca?q=Python+Data&start=10['/rc/clk?jk=3b08d937a22d957f&fccid=6576e7250aa78c3c'],'/rc/clk?jk=3b08d937a22d957f&fccid=6576e7250aa78c3c'
Data Scientist,TenneT,Arnhem,2,http://www.indeed.nl/vacatures?q=Python+Data&start=90['/rc/clk?jk=7a5a0a3b882306bb&fccid=d78e59eedcb14af3'],'/rc/clk?jk=7a5a0a3b882306bb&fccid=d78e59eedcb14af3'
Data Historian Engineer OSi Pi JO1157,ZenithTechnologies,Dublin,9,http://ie.indeed.com/jobs?q=Data+Science&start=110['/rc/clk?jk=a204f28e78659ebd&fccid=e8ff082835412e8e'],'/rc/clk?jk=a204f28e78659ebd&fccid=e8ff082835412e8e'
Data Consultant,dunnhumby,Haryana,25,http://www.indeed.co.in/jobs?q=Data+Science&start=100['/rc/clk?jk=1871ffd4373415d5&fccid=36801496409e6dc9'],'/rc/clk?jk=1871ffd4373415d5&fccid=36801496409e6dc9'
Research Analyst I,CommonwealthofMassachusetts,"Boston, MA",298,https://www.indeed.com/jobs?q=Data+Analysis&start=140['/rc/clk?jk=01df2a735280ab9f&fccid=4dd38d4e4cf0b7c0'],'/rc/clk?jk=01df2a735280ab9f&fccid=4dd38d4e4cf0b7c0'
Sr. Data Scientist,RapidValue,"Bengaluru, Karnataka",2,http://www.indeed.co.in/jobs?q=Machine+learning&start=90['/rc/clk?jk=85b8bb256d07abdd&fccid=ba50c77d083b784d'],'/rc/clk?jk=85b8bb256d07abdd&fccid=ba50c77d083b784d'
"Solutions Architect, Google Cloud",Google,Hong Kong,1897,http://www.indeed.hk/jobs?q=Python+Data&start=20['/rc/clk?jk=991e6f4ea6357337&fccid=a5b4499d9e91a5c6'],'/rc/clk?jk=991e6f4ea6357337&fccid=a5b4499d9e91a5c6'
Enterprise Sales Manager - Australia,"Cylance,Inc.",Australia,8,http://au.indeed.com/jobs?q=Artificial+Intelligence&start=40['/rc/clk?jk=12f2931f85dde1c2&fccid=413e04e526b4b97e'],'/rc/clk?jk=12f2931f85dde1c2&fccid=413e04e526b4b97e'
Intern Supply Chain Analyst 6 months,Johnson&JohnsonFamilyofCompanies,"Zuchwil, SO",2440,http://www.indeed.ch/Stellen?q=Data+Analysis&start=60['/rc/clk?jk=c35f8970889952f2&fccid=0bed8e17bc113980'],'/rc/clk?jk=c35f8970889952f2&fccid=0bed8e17bc113980'
Practice Research Assistant - Non Tech - Dept of Urology,NorthwellHealth,"New Hyde Park, NY",466,https://www.indeed.com/jobs?q=Data+Analysis&start=90['/rc/clk?jk=04e89c7816746c0f&fccid=6f31e2074a3d8a7b'],'/rc/clk?jk=04e89c7816746c0f&fccid=6f31e2074a3d8a7b'
Internship: Exciting opportunity for a Computer Science student - Software Engineer,Oticon,Smørum,18,http://dk.indeed.com/jobs?q=Machine+learning&start=80['/rc/clk?jk=2f744e884f2597d8&fccid=a8e6a3d291456dfc'],'/rc/clk?jk=2f744e884f2597d8&fccid=a8e6a3d291456dfc'
Reliability Engineer Plant,Thiess,East Kalimantan,244,http://id.indeed.com/lowongan-kerja?q=Data+Analysis&start=40['/rc/clk?jk=fe283eca96c15aa1&fccid=4c6fe058275bda90'],'/rc/clk?jk=fe283eca96c15aa1&fccid=4c6fe058275bda90'
Oncology Country Brand Manager (RCC portfolio: Sutent and Inlyta),PfizerInc.,"Buenos Aires, Buenos Aires",2917,http://ar.indeed.com/trabajo?q=Data+Analysis&start=30['/rc/clk?jk=0d843f5f9f9b76a4&fccid=5e118f74384e090a'],'/rc/clk?jk=0d843f5f9f9b76a4&fccid=5e118f74384e090a'
Business Analyst,Unisystems,Luxembourg,1604,http://www.indeed.lu/jobs?q=Data+Analysis&start=20['/rc/clk?jk=7915493f5ca4597e&fccid=462555dec0279094'],'/rc/clk?jk=7915493f5ca4597e&fccid=462555dec0279094'
Infrastructure Engineer,TrendMicro,Pasig,73,http://www.indeed.com.ph/jobs?q=Python+Data&start=30['/rc/clk?jk=d5fad0007e5aabd4&fccid=db9e6b2d86b4afad'],'/rc/clk?jk=d5fad0007e5aabd4&fccid=db9e6b2d86b4afad'
TTS Language Engineer - UK English,Amazon,Cambridge,19881,https://www.indeed.co.uk/jobs?q=Natural+Language+Processing&start=30['/rc/clk?jk=f7e0108a10d2a733&fccid=fe2d21eef233e94a'],'/rc/clk?jk=f7e0108a10d2a733&fccid=fe2d21eef233e94a'
Procurement Data Analyst,SSE,Lanarkshire,143,https://www.indeed.co.uk/jobs?q=Data+Analysis&start=120['/rc/clk?jk=bbd9c2c16d06ace5&fccid=a90778d3438acd2e'],'/rc/clk?jk=bbd9c2c16d06ace5&fccid=a90778d3438acd2e'
Accountant (m/f) - temporary contract,Bayer,"Milano, Lombardia",1945,http://it.indeed.com/offerte-lavoro?q=Data+Analysis&start=90['/rc/clk?jk=b285d00099ffc09c&fccid=e08122e0e993cc32'],'/rc/clk?jk=b285d00099ffc09c&fccid=e08122e0e993cc32'
Team Manager – Systems and Data Management,AlfaLaval,Tumba,243,http://se.indeed.com/jobb?q=Data+Analysis&start=140['/rc/clk?jk=7f2259f3c8c670a6&fccid=ec4917fdb79e20eb'],'/rc/clk?jk=7f2259f3c8c670a6&fccid=ec4917fdb79e20eb'
Data Scientist,Accenture,Jakarta,12041,http://id.indeed.com/lowongan-kerja?q=Python+Data&start=10['/rc/clk?jk=0f12edf3edde2787&fccid=a4e4e2eaf26690c9'],'/rc/clk?jk=0f12edf3edde2787&fccid=a4e4e2eaf26690c9'
Solutions Architect,Paracon,"Johannesburg, Gauteng",6,http://www.indeed.co.za/jobs?q=Big+Data&start=40['/rc/clk?jk=e340161318ca4782&fccid=0720104a55144a2e'],'/rc/clk?jk=e340161318ca4782&fccid=0720104a55144a2e'
Repair Technician - Commercial Vehicles,RoyalSportingHouse,Dubai,44,http://www.indeed.ae/jobs?q=Machine+learning&start=70['/rc/clk?jk=57718897c7f351f1&fccid=6d3ae9ed3f7c070c'],'/rc/clk?jk=57718897c7f351f1&fccid=6d3ae9ed3f7c070c'
Cloud AI Research Scientist,Google,"Mountain View, CA",1897,https://www.indeed.com/jobs?q=Artificial+Intelligence&start=20['/rc/clk?jk=180fa9d497c081c3&fccid=a5b4499d9e91a5c6'],'/rc/clk?jk=180fa9d497c081c3&fccid=a5b4499d9e91a5c6'
Principal Research Officer,QueenslandGovernment,Brisbane QLD,28,http://au.indeed.com/jobs?q=Data+Analysis&start=140['/rc/clk?jk=bb3b42c57cda81d6&fccid=033d5c6dd090c8a4'],'/rc/clk?jk=bb3b42c57cda81d6&fccid=033d5c6dd090c8a4'
IT Analyst (Microsoft Dynamics),Emerson,Quezon City,1607,http://www.indeed.com.ph/jobs?q=Data+Analysis&start=140['/rc/clk?jk=5a4dc62d911bcbf4&fccid=c3d73a6fd53e8543'],'/rc/clk?jk=5a4dc62d911bcbf4&fccid=c3d73a6fd53e8543'
Solution Specialist Data & Al,Microsoft,"San José, Provincia de San José",3736,http://cr.indeed.com/trabajo?q=Data+Analysis&start=70['/rc/clk?jk=174978aa0a2a24eb&fccid=734cb5a01ee60f80'],'/rc/clk?jk=174978aa0a2a24eb&fccid=734cb5a01ee60f80'
Data Analyst (Excel),Jet2.comandJet2holidays,Leeds,103,https://www.indeed.co.uk/jobs?q=Data+Analysis&start=30['/rc/clk?jk=f09d345624c392d3&fccid=1d6acce86770faa4'],'/rc/clk?jk=f09d345624c392d3&fccid=1d6acce86770faa4'
Junior Artificial Vision or Robotics Engineer for Automotive,Applus+IDIADA,"Santa Oliva, Tarragona",2,http://www.indeed.es/ofertas?q=Machine+learning&start=130['/rc/clk?jk=c663bee415f3d745&fccid=7f4890b1c765bc32'],'/rc/clk?jk=c663bee415f3d745&fccid=7f4890b1c765bc32'
Senior Software Development Engineer (m/f),Amazon.com,Luxembourg,19881,http://www.indeed.lu/jobs?q=Data+Science&start=130['/rc/clk?jk=315aab2b59bc5500&fccid=fe2d21eef233e94a'],'/rc/clk?jk=315aab2b59bc5500&fccid=fe2d21eef233e94a'
German Data Associate,Amazon.com,Berlin,19881,http://de.indeed.com/Jobs?q=Data+Analysis&start=140['/rc/clk?jk=aa9491b14fb37616&fccid=fe2d21eef233e94a'],'/rc/clk?jk=aa9491b14fb37616&fccid=fe2d21eef233e94a'
Data Scientist – Machine Learning (F/H),Kelkoo,Grenoble (38),8,http://www.indeed.fr/emplois?q=Machine+learning&start=20['/rc/clk?jk=61d393237701c829&fccid=d41d27c115fd68ff'],'/rc/clk?jk=61d393237701c829&fccid=d41d27c115fd68ff'
"Manager, Growth Marketing Analytics",AltisourceLabs,Luxembourg,427,http://www.indeed.lu/jobs?q=Python+Data&start=60['/rc/clk?jk=c2d2f215c8a3999c&fccid=d3fcae15bb7f5086'],'/rc/clk?jk=c2d2f215c8a3999c&fccid=d3fcae15bb7f5086'
Data Scientist / Data Analyst (m/w) - Big Data,IAVGmbH,Gifhorn,10,http://de.indeed.com/Jobs?q=Data+Science&start=70['/rc/clk?jk=56cbaccf0adb5fdc&fccid=cac33da882733958'],'/rc/clk?jk=56cbaccf0adb5fdc&fccid=cac33da882733958'
Production Assistant / Phụ Tá Sản Xuất - Tan Phu Branch,FASHIONGARMENTS,Đồng Nai,4,http://vn.indeed.com/Vi%E1%BB%87c-l%C3%A0m?q=Machine+learning&start=50['/rc/clk?jk=32edbba2f29d8f7e&fccid=444f1f77b9ca1b50'],'/rc/clk?jk=32edbba2f29d8f7e&fccid=444f1f77b9ca1b50'
Senior Development Manager (Data),HangSengBank,Hong Kong,39,http://www.indeed.hk/jobs?q=Big+Data&start=70['/rc/clk?jk=093afa4023d6238a&fccid=9d413674df007acc'],'/rc/clk?jk=093afa4023d6238a&fccid=9d413674df007acc'
Data Science Analyst,UBS,Singapore,1386,http://www.indeed.com.sg/jobs?q=Big+Data&start=50['/rc/clk?jk=9c791b525f5acb9c&fccid=1c76c3a36f6c7557'],'/rc/clk?jk=9c791b525f5acb9c&fccid=1c76c3a36f6c7557'
Data Analyst,SSPL,"Delhi, Delhi",6,http://www.indeed.co.in/jobs?q=Data+Analysis&start=40['/rc/clk?jk=0dc98eaa69314d4c&fccid=daed5aa97e9d7074'],'/rc/clk?jk=0dc98eaa69314d4c&fccid=daed5aa97e9d7074'
Consultant - Knowledge Management Systems,InternationalAtomicEnergyAgency,"Wien, W",8,http://at.indeed.com/Jobs?q=Data+Science&start=70['/rc/clk?jk=7e3cfd6ff6b0cfce&fccid=c1a7c6d77658a22d'],'/rc/clk?jk=7e3cfd6ff6b0cfce&fccid=c1a7c6d77658a22d'
"Quantitative Researcher, R&D",Facebook,Singapore,223,http://www.indeed.com.sg/jobs?q=Machine+learning&start=50['/rc/clk?jk=700475cf32ec2c42&fccid=1639254ea84748b5'],'/rc/clk?jk=700475cf32ec2c42&fccid=1639254ea84748b5'
Tyvek® HVAC Engineer (m/f),DuPontdeNemours(Luxembourg)S.à.r.l.,Luxembourg,791,http://www.indeed.lu/jobs?q=Data+Analysis&start=20['/rc/clk?jk=360193825e8c1b79&fccid=76bce720eab9a7b0'],'/rc/clk?jk=360193825e8c1b79&fccid=76bce720eab9a7b0'
Director Strategy Development Global Operations,Roche,"Rotkreuz, ZG",908,http://www.indeed.ch/Stellen?q=Data+Analysis&start=100['/rc/clk?jk=04966774a7dafd3a&fccid=bca1c8ed48c3b338'],'/rc/clk?jk=04966774a7dafd3a&fccid=bca1c8ed48c3b338'
Data Scientist / Predictive Analyst (w/m),BTCBusinessTechnologyConsulting,Oldenburg,3,http://de.indeed.com/Jobs?q=Data+Science&start=80['/rc/clk?jk=c96e548de5812a61&fccid=7d60a9ae63e1b87c'],'/rc/clk?jk=c96e548de5812a61&fccid=7d60a9ae63e1b87c'
IT Data Scientist Graduate,ARM,Cambridge,23,https://www.indeed.co.uk/jobs?q=Natural+Language+Processing&start=50['/rc/clk?jk=9586ad9260eb1603&fccid=0110be8f148b4964'],'/rc/clk?jk=9586ad9260eb1603&fccid=0110be8f148b4964'
UX Research Manager - Retail Banking and Wealth Management,HSBC,"Central, Hong Kong Island",8661,http://www.indeed.hk/jobs?q=Data+Analysis&start=130['/rc/clk?jk=8cfb3709cfe99e68&fccid=04c9b139c84ea1b5'],'/rc/clk?jk=8cfb3709cfe99e68&fccid=04c9b139c84ea1b5'
"Application System Administrator, Corporate Engineering",Google,Sydney NSW,1897,http://au.indeed.com/jobs?q=Python+Data&start=40['/rc/clk?jk=b16185b27a47f7e2&fccid=a5b4499d9e91a5c6'],'/rc/clk?jk=b16185b27a47f7e2&fccid=a5b4499d9e91a5c6'
Business Analyst,AIESEC,Hong Kong,630,http://www.indeed.hk/jobs?q=Data+Science&start=90['/rc/clk?jk=c9fa3f6ec88e6596&fccid=459c874724385452'],'/rc/clk?jk=c9fa3f6ec88e6596&fccid=459c874724385452'
Fund Admin Officer,HSBC,Kuala Lumpur,8661,http://www.indeed.com.my/jobs?q=Data+Analysis&start=20['/rc/clk?jk=61422dc266b5c97b&fccid=04c9b139c84ea1b5'],'/rc/clk?jk=61422dc266b5c97b&fccid=04c9b139c84ea1b5'
Senior Data Engineer - AWS Redshift,FrontendArts,"Hyderabad, Telangana",5,http://www.indeed.co.in/jobs?q=Python+Data&start=70['/rc/clk?jk=e4fd4453414b04ad&fccid=51f04b221d649230'],'/rc/clk?jk=e4fd4453414b04ad&fccid=51f04b221d649230'
"Chief Architect, Data, Analytics and Systems - Foster City, CA","GuidewireSoftware,Inc.","Foster City, CA",28,https://www.indeed.com/jobs?q=Data+Science&start=140['/rc/clk?jk=914944c5addf11fb&fccid=be90d89fb010b0bf'],'/rc/clk?jk=914944c5addf11fb&fccid=be90d89fb010b0bf'
Big Data and Analytics Cloud Consultant,Google,"Mountain View, CA",1897,https://www.indeed.com/jobs?q=Big+Data&start=10['/rc/clk?jk=a634239680260497&fccid=a5b4499d9e91a5c6'],'/rc/clk?jk=a634239680260497&fccid=a5b4499d9e91a5c6'
Data Architect,CGI,"Toronto, ON",1485,http://ca.indeed.com/jobs?q=Big+Data&start=140['/rc/clk?jk=96322c9d80040e60&fccid=d2841a5c0380b93d'],'/rc/clk?jk=96322c9d80040e60&fccid=d2841a5c0380b93d'
CAD engineer,Alpro,Wevelgem,4,http://be.indeed.com/jobs?q=Machine+learning&start=120['/rc/clk?jk=5492b0ac15868069&fccid=c0626dbeb8fe533c'],'/rc/clk?jk=5492b0ac15868069&fccid=c0626dbeb8fe533c'
Manager – Project Management,RSALogistics,Kuwait,6,http://kw.indeed.com/jobs?q=Data+Science&start=20['/rc/clk?jk=f74f26a828a53efe&fccid=8427831de0942f2f'],'/rc/clk?jk=f74f26a828a53efe&fccid=8427831de0942f2f'
