jobTitle,company,location,companyReviews,link,link_parameters
Water Student,TalismanEnergy,"Calgary, AB",55,http://ca.indeed.com/jobs?q=Data+Science&start=110['/rc/clk?jk=a45fa99df53cc99e&fccid=4a4a008b8038b01f'],'/rc/clk?jk=a45fa99df53cc99e&fccid=4a4a008b8038b01f'
Senior Field Professional-Drill Bits,Halliburton,Иркутск,4089,http://ru.indeed.com/jobs?q=Data+Analysis&start=130['/rc/clk?jk=94893909af97aaea&fccid=0e4554ac6dcff427'],'/rc/clk?jk=94893909af97aaea&fccid=0e4554ac6dcff427'
Старший консультант,KPMG,Москва,3817,http://ru.indeed.com/jobs?q=Big+Data&start=120['/rc/clk?jk=1152e548b6dfc70d&fccid=2dd390c3a48a7ed0'],'/rc/clk?jk=1152e548b6dfc70d&fccid=2dd390c3a48a7ed0'
AS&T Project Manager (m/f),NovartisTechnicalOperations,"Langkampfen, T",2179,http://at.indeed.com/Jobs?q=Data+Science&start=140['/rc/clk?jk=e9b894cf0a476d94&fccid=c35194d01a9e2595'],'/rc/clk?jk=e9b894cf0a476d94&fccid=c35194d01a9e2595'
Business Analyst,AgilityLogistics,Kuwait City,376,http://kw.indeed.com/jobs?q=Data+Analysis&start=10['/rc/clk?jk=26e1ae49f8202e7e&fccid=3075b7eae97d8ea1'],'/rc/clk?jk=26e1ae49f8202e7e&fccid=3075b7eae97d8ea1'
Security Software Engineer,Qualcomm,"Markham, ON",863,http://ca.indeed.com/jobs?q=Machine+learning&start=130['/rc/clk?jk=7ae1f4a6c76aeeda&fccid=d40ebe11fc879426'],'/rc/clk?jk=7ae1f4a6c76aeeda&fccid=d40ebe11fc879426'
Content Production Lead,CEMEX,"Monterrey, N. L.",614,http://www.indeed.com.mx/trabajo?q=Data+Analysis&start=20['/rc/clk?jk=fd03119d7968cfa5&fccid=f7c3c2d35dd92dfe'],'/rc/clk?jk=fd03119d7968cfa5&fccid=f7c3c2d35dd92dfe'
Principal Data Science Lead - Microsoft,Microsoft,London,3736,https://www.indeed.co.uk/jobs?q=Artificial+Intelligence&start=140['/rc/clk?jk=b54321131a6db6bf&fccid=734cb5a01ee60f80'],'/rc/clk?jk=b54321131a6db6bf&fccid=734cb5a01ee60f80'
Asst Professor (tenure-track),UniversityofBritishColumbia,"Okanagan, BC",226,http://ca.indeed.com/jobs?q=Artificial+Intelligence&start=10['/rc/clk?jk=424125ca4cd72633&fccid=462e6068c17c7702'],'/rc/clk?jk=424125ca4cd72633&fccid=462e6068c17c7702'
Internship in Deskside Support,IBM,Киев,18926,http://ua.indeed.com/%D0%B2%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8?q=Data+Analysis&start=120['/rc/clk?jk=2c3ceba1105e9b7a&fccid=de71a49b535e21cb'],'/rc/clk?jk=2c3ceba1105e9b7a&fccid=de71a49b535e21cb'
University Assistant (prae doc) at the Research Group Scientific Computing,UniversitätWien,"Wien, W",4,http://at.indeed.com/Jobs?q=Big+Data&start=40['/rc/clk?jk=68122f0d7195e9cc&fccid=6c2f4f9201739318'],'/rc/clk?jk=68122f0d7195e9cc&fccid=6c2f4f9201739318'
COMPETITOR ANALYST - INTERNSHIP,Eurofins,Paris 1er (75),89,http://www.indeed.fr/emplois?q=Data+Analysis&start=110['/rc/clk?jk=e4a7f8fdceea905a&fccid=da33f48dbeb2e889'],'/rc/clk?jk=e4a7f8fdceea905a&fccid=da33f48dbeb2e889'
Researcher at the Swedish National Seismic network,UppsalaUniversity,Uppsala,5,http://se.indeed.com/jobb?q=Python+Data&start=60['/rc/clk?jk=59450abaf139b84c&fccid=55f193d0605017d0'],'/rc/clk?jk=59450abaf139b84c&fccid=55f193d0605017d0'
"Technical Business Analysis, Professional","Fiserv,Inc.","Tres Ríos, Provincia de Cartago",1353,http://cr.indeed.com/trabajo?q=Data+Analysis&start=80['/rc/clk?jk=13ad6866848c64f1&fccid=1ea0475711674f3b'],'/rc/clk?jk=13ad6866848c64f1&fccid=1ea0475711674f3b'
Solution Architect,"Amdocs,Inc.",Kuala Lumpur,742,http://www.indeed.com.my/jobs?q=Big+Data&start=50['/rc/clk?jk=adf460c41943d045&fccid=3b6bf500a6749588'],'/rc/clk?jk=adf460c41943d045&fccid=3b6bf500a6749588'
Sr Marketing Analyst,ElectronicArts,București,347,http://ro.indeed.com/jobs?q=Data+Analysis&start=50['/rc/clk?jk=d482b5fbb1681049&fccid=617d7f961cfcf54a'],'/rc/clk?jk=d482b5fbb1681049&fccid=617d7f961cfcf54a'
Data Scientist (m/f) Supply Chain Management Automotive (SCMA),Continental,Frankfurt am Main,1383,http://de.indeed.com/Jobs?q=Artificial+Intelligence&start=90['/rc/clk?jk=1e50cfa12e325fbc&fccid=12aa2da60fa1c62f'],'/rc/clk?jk=1e50cfa12e325fbc&fccid=12aa2da60fa1c62f'
Technical Business Analyst - RoomIt,CarlsonWagonlitTravel,Nederland,479,http://www.indeed.nl/vacatures?q=Data+Analysis&start=100['/rc/clk?jk=1ca5abd34392bde5&fccid=90f1cf350848eeed'],'/rc/clk?jk=1ca5abd34392bde5&fccid=90f1cf350848eeed'
Risk and Ethics & Compliance Advisor,BP,İstanbul,2044,http://tr.indeed.com/jobs?q=Data+Analysis&start=90['/rc/clk?jk=02ad8567ed3da36c&fccid=03cacc905f5db444'],'/rc/clk?jk=02ad8567ed3da36c&fccid=03cacc905f5db444'
Data Scientist,QBE,New South Wales,95,http://au.indeed.com/jobs?q=Python+Data&start=50['/rc/clk?jk=8ecefbf75b2ac958&fccid=bfb394bc9a4b4f1e'],'/rc/clk?jk=8ecefbf75b2ac958&fccid=bfb394bc9a4b4f1e'
Administrative Assistant (50-80%),ETHZürich,"Zürich, ZH",14,http://www.indeed.ch/Stellen?q=Data+Science&start=140['/rc/clk?jk=1c90f9a6ca10f9aa&fccid=0bc5834bbd078d26'],'/rc/clk?jk=1c90f9a6ca10f9aa&fccid=0bc5834bbd078d26'
Area ITBP Planning & Governance,FERRERO,Luxembourg,349,http://www.indeed.lu/jobs?q=Data+Analysis&start=130['/rc/clk?jk=28cb58021631d2d5&fccid=eee7926421c87651'],'/rc/clk?jk=28cb58021631d2d5&fccid=eee7926421c87651'
Junior Transformation Manager,DANONE,Москва,602,http://ru.indeed.com/jobs?q=Big+Data&start=80['/rc/clk?jk=510237107ae40eac&fccid=1d449a8e14af7cf3'],'/rc/clk?jk=510237107ae40eac&fccid=1d449a8e14af7cf3'
Business Functional Analyst - Legal,DeutscheBank,București,1819,http://ro.indeed.com/jobs?q=Data+Analysis&start=110['/rc/clk?jk=9efce94718991afb&fccid=f1d8e147024abb3f'],'/rc/clk?jk=9efce94718991afb&fccid=f1d8e147024abb3f'
Commercial Controller,L'Oréal,Thành phố Hồ Chí Minh,1940,http://vn.indeed.com/Vi%E1%BB%87c-l%C3%A0m?q=Data+Analysis&start=30['/rc/clk?jk=7fa0815858bf19d1&fccid=ec8a0bd60be9a6f5'],'/rc/clk?jk=7fa0815858bf19d1&fccid=ec8a0bd60be9a6f5'
Security Consulting Systems Engineer - Buenos Aires,Cisco,"Buenos Aires, Buenos Aires",3101,http://ar.indeed.com/trabajo?q=Data+Science&start=40['/rc/clk?jk=fd9ba93182ef5bd0&fccid=dfc44f3b8c44a6db'],'/rc/clk?jk=fd9ba93182ef5bd0&fccid=dfc44f3b8c44a6db'
Field Engineer - Logging and Perforating,Halliburton,"Villavicencio, Meta",4089,http://co.indeed.com/trabajo?q=Data+Science&start=20['/rc/clk?jk=f251b212a219c2c5&fccid=0e4554ac6dcff427'],'/rc/clk?jk=f251b212a219c2c5&fccid=0e4554ac6dcff427'
UNIX System Admin,"Amdocs,Inc.",Manila,742,http://www.indeed.com.ph/jobs?q=Data+Science&start=130['/rc/clk?jk=6cbad18c40311b81&fccid=3b6bf500a6749588'],'/rc/clk?jk=6cbad18c40311b81&fccid=3b6bf500a6749588'
Casual Junior Research Assistant,NationalUniversityofSingapore,Queenstown,120,http://www.indeed.com.sg/jobs?q=Data+Science&start=140['/rc/clk?jk=845a7a60fe7a1e8d&fccid=b4c06e8a712feddf'],'/rc/clk?jk=845a7a60fe7a1e8d&fccid=b4c06e8a712feddf'
Business Process Manager,Badenoch&Clark,"Lausanne, VD",11,http://www.indeed.ch/Stellen?q=Artificial+Intelligence&start=60['/rc/clk?jk=ce6e9c2dc324c7b7&fccid=5f51a094e00466b7'],'/rc/clk?jk=ce6e9c2dc324c7b7&fccid=5f51a094e00466b7'
Software Engineer,CERN,"Geneva, GE",61,http://www.indeed.ch/Stellen?q=Python+Data&start=50['/rc/clk?jk=1ff9581617ca63cb&fccid=ae54bae28ddb4494'],'/rc/clk?jk=1ff9581617ca63cb&fccid=ae54bae28ddb4494'
Junior Development Engineer Onboard Data Handling (m/f),AirbusGroup,Friedrichshafen,918,http://de.indeed.com/Jobs?q=Data+Analysis&start=110['/rc/clk?jk=7158102e90eda1d8&fccid=2d0740e02e80cf22'],'/rc/clk?jk=7158102e90eda1d8&fccid=2d0740e02e80cf22'
"Application Associate, Enterprise - Product Operations",S&PGlobal,Islamabad,109,http://www.indeed.com.pk/jobs?q=Data+Analysis&start=70['/rc/clk?jk=dcc0500f61b627ac&fccid=b716e44d2c6283e7'],'/rc/clk?jk=dcc0500f61b627ac&fccid=b716e44d2c6283e7'
Data Engineer,StatoilASA,Oslo,188,http://no.indeed.com/jobs?q=Python+Data&start=10['/rc/clk?jk=93ca6297310c3231&fccid=25c228c215908773'],'/rc/clk?jk=93ca6297310c3231&fccid=25c228c215908773'
Ecosystem Architect,Teradata,UAE,109,http://www.indeed.ae/jobs?q=Python+Data&start=30['/rc/clk?jk=427ddb7255db8861&fccid=ded9605952442cb4'],'/rc/clk?jk=427ddb7255db8861&fccid=ded9605952442cb4'
Clinical Data Coordinator,QuintilesTransnational,"Bengaluru, Karnataka",949,http://www.indeed.co.in/jobs?q=Data+Science&start=140['/rc/clk?jk=d7d0ab6238ae6bbe&fccid=c5992e907d992a23'],'/rc/clk?jk=d7d0ab6238ae6bbe&fccid=c5992e907d992a23'
APAC / China Strategic Data Analyst,HenkelAG,上海市,332,http://cn.indeed.com/%E5%B7%A5%E4%BD%9C?q=Data+Analysis&start=10['/rc/clk?jk=58abbf40846f5dd5&fccid=79b1953a75a5cc1a'],'/rc/clk?jk=58abbf40846f5dd5&fccid=79b1953a75a5cc1a'
Channel Account Manager,SASInstitute,"Buenos Aires, Buenos Aires",103,http://ar.indeed.com/trabajo?q=Data+Analysis&start=60['/rc/clk?jk=bbc2785ed4c55afc&fccid=068cc3667458485a'],'/rc/clk?jk=bbc2785ed4c55afc&fccid=068cc3667458485a'
Assistant Professorship in Computational Pathology,UniversitätZürich,"Zürich, ZH",9,http://www.indeed.ch/Stellen?q=Artificial+Intelligence&start=50['/rc/clk?jk=c4c3f26a8fdb0eca&fccid=e515f5c3e967eb4d'],'/rc/clk?jk=c4c3f26a8fdb0eca&fccid=e515f5c3e967eb4d'
Hadoop Administrator,amdocs,Manila,742,http://www.indeed.com.ph/jobs?q=Big+Data&start=130['/rc/clk?jk=c8a45da6144b2036&fccid=3b6bf500a6749588'],'/rc/clk?jk=c8a45da6144b2036&fccid=3b6bf500a6749588'
Middle Full Stack Developer for SimilarWeb,Ciklum,Киев,9,http://ua.indeed.com/%D0%B2%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8?q=Python+Data&start=40['/rc/clk?jk=3c3ae66fd7404c29&fccid=d8dfd5b2c7a4e1a0'],'/rc/clk?jk=3c3ae66fd7404c29&fccid=d8dfd5b2c7a4e1a0'
National Project Officer (Elections),OSCE,Киев,14,http://ua.indeed.com/%D0%B2%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8?q=Data+Analysis&start=40['/rc/clk?jk=703e550847ad4730&fccid=d89facc0cc860b98'],'/rc/clk?jk=703e550847ad4730&fccid=d89facc0cc860b98'
Data Analyst with German,GlobeTech,Cork,13,http://ie.indeed.com/jobs?q=Natural+Language+Processing&start=60['/company/GlobeTech/jobs/Data-Analyst-German-68b65ae46438e946?fccid=f53923f9aa1e3844'],'/company/GlobeTech/jobs/Data-Analyst-German-68b65ae46438e946?fccid=f53923f9aa1e3844'
Sales Manager,Microsoft,"San José, Provincia de San José",3736,http://cr.indeed.com/trabajo?q=Big+Data&start=40['/rc/clk?jk=bc1096f4b08cba67&fccid=734cb5a01ee60f80'],'/rc/clk?jk=bc1096f4b08cba67&fccid=734cb5a01ee60f80'
Data Center Technician,Amazon.com,Hong Kong,19881,http://www.indeed.hk/jobs?q=Python+Data&start=10['/rc/clk?jk=f51efa65bc83bbe1&fccid=fe2d21eef233e94a'],'/rc/clk?jk=f51efa65bc83bbe1&fccid=fe2d21eef233e94a'
IT Program Manager/Sr. Scrum Master,Honeywell,Brno,5125,http://cz.indeed.com/jobs?q=Data+Science&start=120['/rc/clk?jk=cebffad1da0c6918&fccid=50208b5bf45ee3b8'],'/rc/clk?jk=cebffad1da0c6918&fccid=50208b5bf45ee3b8'
Research Microbiology Assistant - Cheese,HilmarCheeseCompany,"Hilmar, CA",31,https://www.indeed.com/jobs?q=Data+Analysis&start=130['/rc/clk?jk=ee3c1b8a502d2ab9&fccid=a7ae3047a1c50176'],'/rc/clk?jk=ee3c1b8a502d2ab9&fccid=a7ae3047a1c50176'
IT Administrator,BrandOptionsAdvertisingLLC,Kuwait,2,http://kw.indeed.com/jobs?q=Python+Data&start=30['/rc/clk?jk=c0c0cad0dec67be5&fccid=f58410b9e8cf9302'],'/rc/clk?jk=c0c0cad0dec67be5&fccid=f58410b9e8cf9302'
Artificial Intelligence/Analytics/Data Specialist,PCLConstructorsInc.,"Edmonton, AB",405,http://ca.indeed.com/jobs?q=Artificial+Intelligence&start=20['/rc/clk?jk=cc4c1967f933439f&fccid=73c309830cebe205'],'/rc/clk?jk=cc4c1967f933439f&fccid=73c309830cebe205'
BI Developer,Agoda,กรุงเทพมหานคร,26,http://th.indeed.com/%E0%B8%87%E0%B8%B2%E0%B8%99?q=Big+Data&start=30['/rc/clk?jk=d52791aea5b12071&fccid=460239a31e3c73bb'],'/rc/clk?jk=d52791aea5b12071&fccid=460239a31e3c73bb'
Associate Staff - Software Development and Machine Learning,MITLincolnLaboratory,Massachusetts,35,https://www.indeed.com/jobs?q=Tensor+Flow&start=10['/rc/clk?jk=0bf68392b5925252&fccid=a015205ad138ca75'],'/rc/clk?jk=0bf68392b5925252&fccid=a015205ad138ca75'
Data scientist till Customer Intelligence,Trygg-Hansa,Stockholm,2,http://se.indeed.com/jobb?q=Machine+learning&start=60['/rc/clk?jk=3c12c082da8ee2d9&fccid=ca320038b2ec311e'],'/rc/clk?jk=3c12c082da8ee2d9&fccid=ca320038b2ec311e'
Learning & Development Specialist - #Madrid,HomeAway,"Madrid, Madrid",82,http://www.indeed.es/ofertas?q=Data+Analysis&start=80['/rc/clk?jk=e0d0e31774ce36fe&fccid=1b41cc7ae60b8689'],'/rc/clk?jk=e0d0e31774ce36fe&fccid=1b41cc7ae60b8689'
C++ Developer,Kiwi.com,Brno,2,http://cz.indeed.com/jobs?q=Python+Data&start=80['/rc/clk?jk=b57a11cd50b1b213&fccid=5f34f9cfff03e60e'],'/rc/clk?jk=b57a11cd50b1b213&fccid=5f34f9cfff03e60e'
Research Assistant (Dr. Matthew Mitchell),UniversityofSaskatchewan,"Saskatoon, SK",85,http://ca.indeed.com/jobs?q=Data+Analysis&start=60['/rc/clk?jk=f07634a860826cd2&fccid=318d62c673342e64'],'/rc/clk?jk=f07634a860826cd2&fccid=318d62c673342e64'
Associate / Senior - Audit & Assurance - Beijing,Deloitte,北京市,5616,http://cn.indeed.com/%E5%B7%A5%E4%BD%9C?q=Artificial+Intelligence&start=140['/rc/clk?jk=525471c7f23c011a&fccid=9e215d88a6b33622'],'/rc/clk?jk=525471c7f23c011a&fccid=9e215d88a6b33622'
Strategic Marketing Manager,Cargill,Jakarta,2285,http://id.indeed.com/lowongan-kerja?q=Data+Science&start=110['/rc/clk?jk=f7503857654d7bda&fccid=d7d9a8241ba2f3ec'],'/rc/clk?jk=f7503857654d7bda&fccid=d7d9a8241ba2f3ec'
"SSO Accountant Expert, Local Operations",NOKIA,Budapest,2507,http://hu.indeed.com/jobs?q=Big+Data&start=130['/rc/clk?jk=6f1a132a8a1acafc&fccid=3444e7c94299ba32'],'/rc/clk?jk=6f1a132a8a1acafc&fccid=3444e7c94299ba32'
Computer Vision Engineer,FLIRSystems,Marke,38,http://be.indeed.com/jobs?q=Machine+learning&start=20['/company/FLIR-Systems/jobs/Computer-Vision-Engineer-2774be376387cf72?fccid=6210e9249bdccb6e'],'/company/FLIR-Systems/jobs/Computer-Vision-Engineer-2774be376387cf72?fccid=6210e9249bdccb6e'
Front-End Developers,ADNHR,"Belgrano, Buenos Aires",2,http://ar.indeed.com/trabajo?q=Python+Data&start=40['/rc/clk?jk=511fc3ed327e704e&fccid=f3adc2dcd3388aff'],'/rc/clk?jk=511fc3ed327e704e&fccid=f3adc2dcd3388aff'
R&D Engineer Autonomous Driving (Machine Learning/Computer Vision),TomTom,Amsterdam,32,http://www.indeed.nl/vacatures?q=Python+Data&start=120['/rc/clk?jk=1b646dffcffa8ab1&fccid=91c33bbd39df6600'],'/rc/clk?jk=1b646dffcffa8ab1&fccid=91c33bbd39df6600'
Associate Director/ Senior Manager - Data Science Client Solution,Nielsen,Indonesia,1505,http://id.indeed.com/lowongan-kerja?q=Data+Science&start=100['/rc/clk?jk=fa2d1b5a9e485d1d&fccid=683f563b5cc25b70'],'/rc/clk?jk=fa2d1b5a9e485d1d&fccid=683f563b5cc25b70'
Data Scientist,SamsungElectronicsCanada,"Vancouver, BC",5241,http://ca.indeed.com/jobs?q=Data+Analysis&start=90['/rc/clk?jk=4cbda8e73ff5c79f&fccid=da3c7fed78dd1607'],'/rc/clk?jk=4cbda8e73ff5c79f&fccid=da3c7fed78dd1607'
"Client Solutions Manager, Education",Facebook,"São Paulo, SP",223,http://www.indeed.com.br/empregos?q=Big+Data&start=120['/rc/clk?jk=9b83f4eb379fe0f1&fccid=1639254ea84748b5'],'/rc/clk?jk=9b83f4eb379fe0f1&fccid=1639254ea84748b5'
Issue Management Officer,Citi,México,11580,http://www.indeed.com.mx/trabajo?q=Big+Data&start=80['/rc/clk?jk=b47aad82f5213907&fccid=5bcd1ef0a7f4fb99'],'/rc/clk?jk=b47aad82f5213907&fccid=5bcd1ef0a7f4fb99'
Solution Architect,BGCContracting,Perth WA,87,http://au.indeed.com/jobs?q=Data+Science&start=140['/rc/clk?jk=6a38b3bf00e41ab8&fccid=1e0d9b62c955ed95'],'/rc/clk?jk=6a38b3bf00e41ab8&fccid=1e0d9b62c955ed95'
Logistics Supervisor,Philips,"Barueri, SP",2202,http://www.indeed.com.br/empregos?q=Big+Data&start=30['/rc/clk?jk=a9afe231e81548d6&fccid=e4af9ca5b6d3a604'],'/rc/clk?jk=a9afe231e81548d6&fccid=e4af9ca5b6d3a604'
Forestry Data Collector,CityofToronto,"Toronto, ON",398,http://ca.indeed.com/jobs?q=Data+Science&start=40['/rc/clk?jk=e2c53d249c1a4fa7&fccid=f2087b51205d4920'],'/rc/clk?jk=e2c53d249c1a4fa7&fccid=f2087b51205d4920'
"MANAGING DIRECTOR, NIGERIA",BridgeInternationalAcademies,Yaba,22,http://ng.indeed.com/jobs?q=Big+Data&start=20['/rc/clk?jk=0899735ddc56621f&fccid=7f203a75e6b49a27'],'/rc/clk?jk=0899735ddc56621f&fccid=7f203a75e6b49a27'
Research Analyst,LionbridgeTechnologies,"San José, Provincia de San José",209,http://cr.indeed.com/trabajo?q=Data+Analysis&start=20['/rc/clk?jk=af3bca3fa296407f&fccid=134b1f874a60ea79'],'/rc/clk?jk=af3bca3fa296407f&fccid=134b1f874a60ea79'
Trade Marketing Manager,AstraZeneca,Petaling Jaya,1241,http://www.indeed.com.my/jobs?q=Big+Data&start=110['/rc/clk?jk=bdd7a8c26f29b5dd&fccid=003656df63cede32'],'/rc/clk?jk=bdd7a8c26f29b5dd&fccid=003656df63cede32'
Connectivity Engineer,AristonThermoGroup,"Osimo, Marche",11,http://it.indeed.com/offerte-lavoro?q=Python+Data&start=140['/rc/clk?jk=2e32c2b173b3c627&fccid=f99b8b08cbc842ed'],'/rc/clk?jk=2e32c2b173b3c627&fccid=f99b8b08cbc842ed'
Tailor,"MarriottInternational,Inc",Dubai,14685,http://www.indeed.ae/jobs?q=Machine+learning&start=40['/rc/clk?jk=534b872570ec150e&fccid=d47acb5b5596d9e4'],'/rc/clk?jk=534b872570ec150e&fccid=d47acb5b5596d9e4'
Consulenti Junior Business Intelligence & Data Analytics,KPMG,"Torino, Piemonte",3817,http://it.indeed.com/offerte-lavoro?q=Big+Data&start=50['/rc/clk?jk=228a75973bf15939&fccid=2dd390c3a48a7ed0'],'/rc/clk?jk=228a75973bf15939&fccid=2dd390c3a48a7ed0'
Internship Data Mining in Material Science,Bosch,Renningen,2532,http://de.indeed.com/Jobs?q=Python+Data&start=20['/rc/clk?jk=d15dde42915f1437&fccid=a2faf1301ac6ad4b'],'/rc/clk?jk=d15dde42915f1437&fccid=a2faf1301ac6ad4b'
Middle DevOps Engineer DevOps,Innovecs,Киев,4,http://ua.indeed.com/%D0%B2%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8?q=Python+Data&start=50['/rc/clk?jk=ef43b5342e102958&fccid=96511b124194ed02'],'/rc/clk?jk=ef43b5342e102958&fccid=96511b124194ed02'
